10 year GDP Average,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2-Alpha Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Alternative conversion factor,Average % of Forest Cover (10 yrs),"Average Agriculture Contribution to GDP(% of GDP, 10 yrs)",Average Arable Land %(10 yrs),Average rural population (10 yrs),Average,Balance of Payments Manual in use,Country Code (Country),Country Code,Country Name (GDP),Country Name,Currency Unit,External debt Reporting status,Government Accounting concept,IMF data dissemination standard,Income Group,Indicator Code,Indicator Name,Land area(Sq Km),Latest agricultural census,Latest household survey,Latest industrial data,Latest population census,Latest trade data,Latest water withdrawal data,Lending category,Long Name,National accounts base year,National accounts reference year,Number of Records,Other groups,PPP survey year,Region,SNA price valuation,Short Name,Source of most recent Income and expenditure data,Special Notes,System of National Accounts,System of trade,Table Name,Vital registration complete,WB-2 code
1269816036661.73,,2008890,2007810,2010260,2010780,2013250,2012980,2019300,2022340,2029090,2036390,2066410,2077770,2082400,2083300,2073560,2076290,2074960,2071520,2082800,2070660,2033586,2041353.4,2048287.4,2055253.6,2058488,2058698,2064630,2071350,2068448,2069362,2093844,2111959.8,2125620,2130810,2129270,2133624.6,2124129.2,2135946.2,2123195,XQ,2111660,2120670,2127860,2133877,2142603,1980348,1979530,1983724,1960749,1958304,1962605,1964395,1967363.6,1975717.1,1976017,,,,2.485460498,9.200557077,5.700232951,136559222.363636,2054704.40555556,,MNA,MNA,Middle East & North Africa (excluding high income),Middle East & North Africa (excluding high income),,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),8643800,,,,,,,,Middle East & North Africa (excluding high income),,,1,,,,,Middle East & North Africa (excluding high income),,Middle East and North Africa regional aggregate (does not include high-income economies).,,,Middle East & North Africa (excluding high income),,XQ
2744483256435.22,,2890240,2889290,2892120,2892960,2895530,2895600,2902140,2905520,2912640,2920450,2950960,2962840,2968120,2969830,2960500,2963830,2963080,2960210,2972040,2960480,2924016,2932353.4,2941537.4,3000203.6,3055618,3107528,3165480,3223760,3272478,3325842,3352474,3371679.8,3885800,3891180,3889660,3894034.6,3884589.2,3896426.2,3884845,ZQ,3874742,3883961,3892211,3899036,3907471,3745255,3743757.5,3748024,3724107.8,3718881.6,3722773.3,3724494.6,3726984.8,3734767.4,3738742.3,,,,2.041475085,6.152930726,4.713953204,144433489.909091,3339131.37962963,,MEA,MEA,Middle East & North Africa,Middle East & North Africa,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),11238740,,,,,,,,Middle East & North Africa,,,1,,,,,Middle East & North Africa,,Middle East and North Africa regional aggregate (includes all income levels).,,,Middle East & North Africa,,ZQ
20019197260806.9,,21018310.1,21122578,21232601.1,21328330.7,21442235.3,21507560.9,21612103.7,21718645.5,21913118.3,21965393.7,22078572.6,22166022,22341117,22427074,22514574,22474194,22553064,22637730,22722470,22816222,22828424,23007737.4,23146722.4,23366791.6,23607256,23819918,24008207,24143589,24292050,24422158,24559777,30488123.8,30558377,30639654,30709383,30748664.6,30908626.2,30948031.2,31002696.9,XP,31016255,30977841,30991235,30910314.4,31013519,30901560,30950474,31003128,31002738,30650716.4,30739782.7,30474741.8,30528704.8,30613282,30638756.9,,,,32.241739874,9.717228121,11.301005103,2721302872.08674,26096502.8333333,,MIC,MIC,Middle income,Middle income,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),81288875.8,,,,,,,,Middle income,,,1,,,,,Middle income,,"Middle income group aggregate. Middle-income economies are those in which 2015 GNI per capita was between $1,026 and $12,475.",,,Middle income,,XP
16970027615439.2,,5173344,5139443,5115243,5092204,5062104,5060144,5054114,5055383,5048293,5034213,5019613,5009133,4997663,4986773,4986303,4985833,4982493,4955743,4950663,4945593,4940523,4976753,4980633,4984503,4988383,4992243,4947603,4947463,4947303,4947163,4947013,4932433,4908223,4890733,4881334,4843614,4828294,4824224,4816104,XU,4820124,4824464,4805814,4814604,4790724,4793534,4751692,4781404,4779237,4739012,4716951,4672666,4741528,4711930,4734609.9,,,,35.918404256,1.236198241,11.094901977,65828180.7272727,4919576.49814815,,NAC,NAC,North America,North America,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),18255480,,,,,,,,North America,,,1,,,,,North America,,North America regional aggregate. There are no economies in North America classified as low or middle income.,,,North America,,XU
44665277417522.6,,13470284,13455945,13461535,13457045,13458453,13465151,13481489,13457315,13497870,13487879,13461780,13468626,13479700,13471462,13459871,13469170,13370576,13329078,13362961,13375679,13369191,13335095,13279436,13306849,13312315,13295140,13266530,13275186,13236337,13209044,13172175,13218190,13192565,13252947,13156174,13136004,13081629,13098792,12984638,OE,13016622,13010398,12861347,12771389.3,12760376,12808011,12646903,12556735.2,12472674.2,12336022.6,12190565.7,12240839.4,12260911.2,12138146.4,12251818.7,,,,31.208989129,1.623150176,11.526655250,261172420.090909,13119312.3277778,,OED,OED,OECD members,OECD members,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),34419488,,,,,,,,OECD members,,,1,,,,,OECD members,,OECD members aggregate.,,,OECD members,,OE
329588535725.099,,809000,809260,809450,809730,809980,810290,810220,809970,809040,807240,806760,806540,806302,805360,802853,803109,802911,803243,802295,801655,802009,802430,802520,802860,803028,803112,803604,803554,803164,803396,803132,816556,817887,816684,816871,817462,817912,817352,817992,S4,819487,818105,815989,816796,817427,819036,823064.5,822725,823799.8,824637.6,824196.3,824564.8,824067.4,820726.4,822417.3,,,,26.096507493,2.623016064,2.049568930,11430946.7272727,811551.335185185,,OSS,OSS,Other small states,Other small states,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),2030709,,,,,,,,Other small states,,,1,,,,,Other small states,,Other small states aggregate.,,,Other small states,,S4
7008653769.6962,,5113,5133,5193,5193,5284,5294,5224,5214,5254,5319,5324,5424,5474,5534,5654,5834,5974,6084,6189,6254,6414,6554,6680,6814,6984,7098,7241,7454,7396,7574,8139,8279,8279,8269,8409,8429,8419,8339,8347,S2,8329,8356,8376,8416,8416,8486,8548,8542,8567,8587,8622,8622,8632,8627,8627,,,,61.743528745,15.780657409,3.709898675,1401544.54545455,7089.574074074,,PSS,PSS,Pacific island small states,Pacific island small states,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),64200,,,,,,,,Pacific island small states,,,1,,,,,Pacific island small states,,Pacific island small states aggregate.,,,Pacific island small states,,S2
42514545389493.8,,11795144,11782405,11782545,11786205,11786703,11790341,11809869,11782675,11815320,11812399,11790260,11793916,11803250,11792932,11783171,11791290,11692856,11645878,11674161,11689649,11684381,11666645,11590296,11608114,11605465,11587730,11544430,11550946,11495717,11462064,11424997,12029362,11977507,12035629,11958526,11936116,11884221,11887844,11771640,V4,11790044,11779100,11632047,11551534.3,11531082,11583637.6,11428106.5,11349198.2,11268041.2,11132082.6,10994714.4,11049015,11070293.5,10948492.4,11059059.7,,,,31.549551638,1.458869013,12.164954239,217895760.272727,11634611.9888889,,PST,PST,Post-demographic dividend,Post-demographic dividend,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),31482667,,,,,,,,Post-demographic dividend,,,1,,,,,Post-demographic dividend,,Post-dividend countries are mostly high-income countries where fertility has transitioned below replacement levels.,,,Post-demographic dividend,,V4
970155623222.128,,7334575.1,7350690,7389229.1,7410110.7,7439191.3,7418399.9,7442538.7,7456849.5,7520340.3,7496414.7,7497605.6,7462720,7517700,7475460,7478930,7490140,7448310,7448580,7443920,7475770,7455120,7474590,7492680,7539040,7610430,7706110,7732470,7784210,7817270,7839680,7884890,7918260,8044540,8096100,8147120,8176090,8205480,8234910,8281710,V1,8302970,8327985.2,8366000.8,8432606.7,8441367.3,8535530.2,8546586.3,8573312.2,8604608.8,8250551.7,8261705.8,8274021.9,8314485.1,8310034.1,8309293.6,,,,26.789137395,27.318947084,8.789568627,471539786.545455,7857208.04814815,,PRE,PRE,Pre-demographic dividend,Pre-demographic dividend,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),20167611,,,,,,,,Pre-demographic dividend,,,1,,,,,Pre-demographic dividend,,"Pre-dividend countries are mostly low-income countries, lagging in key human development indicators and with current fertility levels above four births per woman. They face very rapid population growth.",,,Pre-demographic dividend,,V1
398239412915.966,,836453,836763,837043,837343,837464,837924,837774,837534,836684,834879,834494,834354,834306,833443,831047,832303,833125,834477,834466,833884,834391,834784,834872,835399,835790,836052,836805,836998,836620,837119,837509,851132,852803,851538,851780,852345,852681,851926,852623,S1,853793,852363,850097,850992,851499.3,852689,856771.6,856366.9,857326.8,858359.6,857914.3,858282.8,857757.4,854531.4,856272.3,,,,36.598892098,3.081924905,2.055868063,16837417.8181818,843406.359259259,,SST,SST,Small states,Small states,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),2499759,,,,,,,,Small states,,,1,,,,,Small states,,"Small states aggregate. Includes 41 members of the Small States Forum. (Does not include the high-income countries Bahrain, Brunei Darussalam, Cyprus, Estonia, Iceland, Malta, Qatar, and San Marino.)",,,Small states,,S1
1923251360572.14,,2635040,2651870,2653150,2664860,2680040,2686390,2691460,2694460,2674330,2680420,2674620,2680460,2698840,2698090,2705480,2702330,2704250,2719770,2717900,2725780,2718110,2741406,2717452,2739428,2734224,2717680,2733156,2718482,2727848,2719904,2722070,2712782,2715144,2712726,2711888,2709480,2719272,2720694,2721776,T5,2719641,2717700,2716940,2714750,2707770,2706260,2704410,2699360,2695093,2696790,2692399,2700291,2700735,2702985,2702555,,,,17.265803128,18.955294157,43.297758791,1122375624.27273,2704272.98148148,,TSA,TSA,South Asia (IDA & IBRD),South Asia (IDA & IBRD),,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),4771577,,,,,,,,South Asia (IDA & IBRD),,,1,,,,,South Asia (IDA & IBRD),,South Asia (IDA & IBRD countries) aggregate.,,,South Asia (IDA & IBRD),,T5
1923251360572.14,,2635040,2651870,2653150,2664860,2680040,2686390,2691460,2694460,2674330,2680420,2674620,2680460,2698840,2698090,2705480,2702330,2704250,2719770,2717900,2725780,2718110,2741406,2717452,2739428,2734224,2717680,2733156,2718482,2727848,2719904,2722070,2712782,2715144,2712726,2711888,2709480,2719272,2720694,2721776,8S,2719641,2717700,2716940,2714750,2707770,2706260,2704410,2699360,2695093,2696790,2692399,2700291,2700735,2702985,2702555,,,,17.265803128,18.955294157,43.297758791,1122375624.27273,2704272.98148148,,SAS,SAS,South Asia,South Asia,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),4771577,,,,,,,,South Asia,,,1,,,,,South Asia,,South Asia regional aggregate. There are no economies in South Asia classified as high income.,,,South Asia,,8S
1274820822588.53,,9439885.1,9448140,9476599.1,9485540.7,9507101.3,9486599.9,9508388.7,9522589.5,9586210.3,9559644.7,9561265.6,9525660,9577940,9533730,9534700,9544260,9502840,9503260,9497070,9526960,9504280,9523340,9539760,9583190,9654510,9751770,9778190,9831310,9869060,9894100,9939330,9978570,9854300,9916280,9976790,10015810,10054910,10086310,10143410,T6,10175670,10198799.2,10236860.8,10316546.7,10343476.1,10435214.2,10454205.8,10488036,10531153.2,10182629.4,10194645,10208699.5,10252151.6,10238631.9,10238693.4,,,,26.511402104,19.047852750,8.611917262,566657250.814015,9846648.47592592,,TSS,TSS,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (IDA & IBRD countries),,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),23618361,,,,,,,,Sub-Saharan Africa (IDA & IBRD),,,1,,,,,Sub-Saharan Africa (IDA & IBRD),,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,,,Sub-Saharan Africa (IDA & IBRD),,T6
1273708205218.07,,9439835.1,9448090,9476549.1,9485490.7,9507051.3,9486549.9,9508338.7,9522539.5,9586160.3,9559594.7,9561215.6,9525610,9577890,9533680,9534650,9544210,9502790,9503210,9497020,9526910,9504230,9523280,9539700,9583130,9654450,9751710,9778130,9831260,9869010,9894060,9939290,9978530,9854260,9916240,9976750,10015770,10054870,10086270,10143370,ZF,10175630,10198759.2,10236820.8,10316506.7,10343436.1,10435174.2,10454165.8,10488006,10531123.2,10182600.4,10194620,10208685.3,10252137.4,10238617.1,10238678.6,,,,26.510196438,19.061284381,8.612058661,566615415.814015,9846604.73518519,,SSA,SSA,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa (excluding high income),,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),23617901,,,,,,,,Sub-Saharan Africa (excluding high income),,,1,,,,,Sub-Saharan Africa (excluding high income),,Sub-Saharan Africa regional aggregate (does not include high-income economies).,,,Sub-Saharan Africa (excluding high income),,ZF
1274820822588.53,,9439885.1,9448140,9476599.1,9485540.7,9507101.3,9486599.9,9508388.7,9522589.5,9586210.3,9559644.7,9561265.6,9525660,9577940,9533730,9534700,9544260,9502840,9503260,9497070,9526960,9504280,9523340,9539760,9583190,9654510,9751770,9778190,9831310,9869060,9894100,9939330,9978570,9854300,9916280,9976790,10015810,10054910,10086310,10143410,ZG,10175670,10198799.2,10236860.8,10316546.7,10343476.1,10435214.2,10454205.8,10488036,10531153.2,10182629.4,10194645,10208699.5,10252151.6,10238631.9,10238693.4,,,,26.511402104,19.047852750,8.611917262,566657250.814015,9846648.47592592,,SSF,SSF,Sub-Saharan Africa,Sub-Saharan Africa,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),23618361,,,,,,,,Sub-Saharan Africa,,,1,,,,,Sub-Saharan Africa,,Sub-Saharan Africa regional aggregate (includes all income levels).,,,Sub-Saharan Africa,,ZG
15724059110103.9,,12592865,12667148,12750552,12815500,12890564,12973001,13047685,13148716,13300068,13367464,13492807,13605202,13705277,13817764,13893414,13992264,14093584,14173150,14273425,14326132,14367604,14504225,14654929,14806779,14965986,15085644,15199460,15288349,15379868,15501768,15629872,20681256,20733702,20781569,20794138,20813895,20836752,20856160,20847493.9,XT,20837790,20805256,20791550,20800539.4,20880560,20765852,20785362,20799492,20798048,20803372,20899899.9,20918722,20953831.9,21042835.7,21067187.4,,,,34.895889934,7.498501955,8.775625726,1005249554.54129,16918635.7444444,,UMC,UMC,Upper middle income,Upper middle income,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),59534441.8,,,,,,,,Upper middle income,,,1,,,,,Upper middle income,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2015 GNI per capita was between $4,036 and $12,475.",,,Upper middle income,,XT
65753899451904.9,,38856763.1,38954671,39079991.1,39180827.7,39304583.3,39378796.9,39506698.7,39600196.5,39832197.3,39882201.7,39990571.6,40083551,40270625,40346636,40432292,40408352,40388814,40440907,40556926,40673161,40686823,40848902.4,40921526.4,41210833.6,41511811,41764013,41951394,42150911,42296993,42463392,42567820,48614072.8,48988927,49149120,49148810,49189389.6,49326719.2,49395465.2,49366536.9,1W,49426062,49405047.2,49287034.8,49163748.4,49270626.4,49284837.8,49182088.9,49171278.1,49136202.2,48668855.2,48631068.9,48738565.1,48833658.5,48798859.9,48937696.1,,,,30.952252239,4.004229773,10.789275610,3345886418.08674,44160330.6018519,,WLD,WLD,World,World,,,,,,AG.LND.AGRI.K2,Agricultural land (sq. km),129758982.2,,,,,,,,World,,,1,,,,,World,,World aggregate.,,,World,,1W
2156309450505.29,,30.944292478,30.944145679,30.967119790,30.976588353,30.999635864,31.006168439,31.057474840,31.086394328,31.141811113,31.204347671,31.399444115,31.446786931,31.442181663,31.494736014,31.472275635,31.540977970,31.561823551,31.604468911,31.615405500,31.694310426,31.388717153,31.412920047,31.459705163,31.871230684,32.368914513,32.951122766,33.505306925,34.096396570,34.616053402,35.027489375,35.117932770,35.279036401,39.226333567,39.370490819,39.471195377,39.553363543,39.549874116,39.586992406,39.601443363,1A,39.602155342,39.636866118,39.727001101,39.906557854,39.959978922,40.059341605,40.078179574,40.123500513,40.063420802,37.506970460,37.383395822,35.059730242,35.087579400,35.165943528,35.204002698,,,,3.164410804,6.820829026,4.266813215,154123166.727273,34.733695041,,ARB,ARB,Arab World,Arab World,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),13623921,,,,,,,,Arab World,,,1,,,,,Arab World,,Arab World aggregate. Arab World is composed of members of the League of Arab States.,,,Arab World,,1A
61668919150.1725,,5.518774704,5.526185771,5.533596838,5.538537549,5.484189723,5.518774704,5.516304348,5.521245059,5.531126482,5.513833992,5.536067194,5.531126482,5.565711462,5.570405138,5.566256729,5.768755865,5.986072011,6.210796661,6.416259199,6.415956527,6.414227492,6.372730641,6.341113993,6.354205261,6.367296530,6.383104854,6.412251451,6.419661603,6.436951958,6.458935408,6.480918859,6.495492158,6.579473879,6.566629616,6.545634186,6.534271953,6.508583426,6.480177844,6.492281092,S3,6.416450537,6.397925157,6.355934297,6.367790540,6.337236013,6.216376436,6.214425096,6.199802396,6.165246388,6.208472274,6.198839076,6.198839076,6.189452884,6.219093491,6.231443745,,,,85.290720469,4.179141770,1.825327899,4004926.54545455,6.117245297,,CSS,CSS,Caribbean small states,Caribbean small states,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),404850,,,,,,,,Caribbean small states,,,1,,,,,Caribbean small states,,Caribbean small states aggregate.,,,Caribbean small states,,S3
1293345446837.62,,64.667028347,64.625379774,64.540411507,64.591951607,64.402940538,64.441792016,64.338225321,64.473380807,64.340454391,64.236883511,64.168576971,63.999023371,63.815905484,63.760291903,63.609728307,63.901737632,63.826266243,63.731806899,63.582842725,63.457547106,63.267133322,,,,,,,,,,,57.253926739,56.552203496,56.240135532,55.740681077,55.271407060,55.226849447,54.760379223,54.707395254,B8,53.491785950,52.072699233,50.997855458,50.144025611,49.422621702,49.477560669,49.356812925,48.362138828,48.605795685,48.546138763,47.694764146,47.871917854,47.516005551,47.743484393,47.682277513,,,,33.670259691,3.727658171,34.037795394,39700319,57.511776588,,CEB,CEB,Central Europe and the Baltics,Central Europe and the Baltics,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),1104182,,,,,,,,Central Europe and the Baltics,,,1,,,,,Central Europe and the Baltics,,Central Europe and the Baltics aggregate.,,,Central Europe and the Baltics,,B8
8080702405258.25,,36.010389421,35.998995742,35.949664528,35.917190991,35.899215677,35.899122541,35.889902043,35.900674813,35.896514723,35.915126468,35.931813396,36.060062135,36.123490581,36.144894753,36.151902441,36.169185551,36.228234393,36.282533250,36.373978237,36.368529724,36.261285601,36.373122619,36.409775123,36.713933164,37.020774171,37.268456434,37.653984526,37.847954695,38.108725808,38.395333117,38.422417483,39.288329739,40.258935468,40.271030466,40.354989678,40.477102458,40.554554477,40.683031196,40.790471706,V2,40.854609010,40.919292262,40.916694905,41.070699841,41.369741330,40.944491144,41.046459471,41.217060962,41.206873373,41.273484060,41.383999769,41.441905961,41.512918997,41.531873602,41.486759204,,,,22.309949537,10.851433809,12.997438424,1679439876.45038,38.378564689,,EAR,EAR,Early-demographic dividend,Early-demographic dividend,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),33109107,,,,,,,,Early-demographic dividend,,,1,,,,,Early-demographic dividend,,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,,,Early-demographic dividend,,V2
